q1	49925	43454	49595	43454
q2	4269	
q3	
q4	
q5	
q6	2525	464	    242	    242
q7	
q8	
q9	
q10	
q11	3032	1553	3977	1553
q12	
q13	
q14	1287	1351	1057	1057
q15	1681	1286	1499	1286
q16	1946	1196	921	    921
q17	9048	10458	9128	9128
q18	
q19	4529	3806	3762	3762
q20	
q21	
q22	1075	948	    1077	948
q2	1806	1566	1869	1566
q1	41049	40720	40901	40720
q3	2595	3329	2694	2694
q4	q5	q5	q6	734	212	198	198
q7	2439	2198	2322	2198
q8	4565	4333	5358	4333
q9	q9	
q10	
q10	6361	
q11	2229	1321	1895	1321
q12	q13	
q14	1482	1032	1107	1032
q15	1200	1129	988	    988
q16	1139	1000	1036	1000
q17	8667	9852	9343	9343
q18	
q19	4133	3918	3538	3538
q20	3363	
q20	3995	3539	3457	3457
q21	
